item_id,category_code,std_name,std_spec,std_unit,part_type,maker,maker_pn,supplier,department,model_ref,stock_prev,stock_current,safety_stock,moq,lead_time,source_file,source_sheet,source_row,original_name_a,original_name_bc,mapping_status,notes,created_at
RM-000448,RM,영문 박스 450 * 240 * 490,450 * 240 * 490,,BOX,,,대성칼라,조립,COCOON,0.0,,,,,A,26.03월,451,영문 박스,COCOON _ 제품 박스 [450*240*490],mapped,matched to file B row 468 (score=15),2026-04-10T21:26:09
RM-000449,RM,제품박스(I/N BOX) KLB.K.KLB (B) 410 * 390 *180,KLB.K.KLB (B) 410 * 390 *180,,BOX,,,지성수출포장,조립,SOLO,0.0,,,,,A,26.03월,452,제품박스(I/N BOX),SOLO _ 제품 박스 [420*400*180],mapped,matched to file B row 465 (score=5),2026-04-10T21:26:09
RM-000450,RM,카톤박스(C/T BOX) KLB.4K (BA/W) 430 * 380 * 420,KLB.4K (BA/W) 430 * 380 * 420,,BOX,,,지성수출포장,조립,SOLO,0.0,,,,,A,26.03월,453,카톤박스(C/T BOX),SOLO _ 카톤 박스 [440*390*420],mapped,matched to file B row 466 (score=5),2026-04-10T21:26:09
RM-000451,RM,카톤 박스,,,BOX,,,제이디자인,조립,SOLO,0.0,,,,,A,26.03월,454,카톤 박스,SOLO _ 카톤 박스 Forensic용 [550*400*330],mapped,matched to file B row 463 (score=5),2026-04-10T21:26:09
RM-000452,RM,카톤 박스,,,BOX,,,제이디자인,조립,SOLO,0.0,,,,,A,26.03월,455,카톤 박스,SOLO _ 카톤 박스 Forensic용 [550*400*330],mapped,matched to file B row 463 (score=5),2026-04-10T21:26:09
RM-000453,RM,제품 박스,,,BOX,,,제이디자인,조립,SOLO,0.0,,,,,A,26.03월,456,제품 박스,SOLO _ 제품 박스 Forensic용 [530*300*190],mapped,matched to file B row 462 (score=5),2026-04-10T21:26:09
RM-000454,RM,저가 제품 박스 (小),,,BOX,,,제이디자인,조립,DX3000,0.0,,,,,A,26.03월,457,저가 제품 박스 (小),저가 제품 박스(小),mapped,matched to file B row 473 (score=8),2026-04-10T21:26:09
RM-000455,RM,무지 박스 1개 450 * 260 * 510(H)mm,450 * 260 * 510(H)mm,,BOX,,,박스바다,조립,DX3000 ADX4000W,0.0,,,,,A,26.03월,458,무지 박스 1개,"DX3000,ADX4000W _ 제품 박스 [450*240*360] 공용",mapped,matched to file B row 467 (score=4),2026-04-10T21:26:09
RM-000456,RM,무지 박스 2개 475 * 295 * 220(H)mm,475 * 295 * 220(H)mm,,BOX,,,박스바다,조립,공용,0.0,,,,,A,26.03월,459,무지 박스 2개,2구 충전기 [JBL910A1602K00]-220V,mapped,matched to file B row 380 (score=3),2026-04-10T21:26:09
RM-000457,RM,무지 박스 4개 475 * 295 * 430(H)mm,475 * 295 * 430(H)mm,,BOX,,,박스바다,,,0.0,,,,,A,26.03월,460,무지 박스 4개,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000458,RM,무지 박스 6개 700 * 300 * 430(H)mm,700 * 300 * 430(H)mm,,BOX,,,박스바다,조립,ADX6000FB ADX6000s,0.0,,,,,A,26.03월,461,무지 박스 6개,"CTR, CURRENT, FRONT, PC BD연결 _ 하네스 1-1번
 [ 12505HS-06, 12505HS-04, 12505HS-03, 5264-02  (250mm, 140mm, 300mm) ] ",mapped,matched to file B row 213 (score=4),2026-04-10T21:26:09
RM-000459,RM,Rex 구강 카메라 박스,,,BOX,,,제이디자인,조립,공용,0.0,,,,,A,26.03월,462,Rex 구강 카메라 박스,i cam 구강 카메라 박스,mapped,matched to file B row 431 (score=3),2026-04-10T21:26:09
RM-000460,RM,Rex2 센서 박스,,,BOX,,,제이디자인,조립,공용,0.0,,,,,A,26.03월,463,Rex2 센서 박스,REX2 센서박스,mapped,matched to file B row 432 (score=9),2026-04-10T21:26:09
RM-000461,RM,ADX6000 센서 무지 박스,,,BOX,,,박스바다,조립,ADX6000 공용,0.0,,,,,A,26.03월,464,ADX6000 센서 무지 박스,ADX6000s _ 제품 박스 [450*240*490],mapped,matched to file B row 469 (score=3),2026-04-10T21:26:09
RM-000462,RM,체스트 & 베드 스탠드 박스 1000 * 300 * 150,1000 * 300 * 150,,BOX,,,지성수출포장,조립,ADX6000 공용,0.0,,,,,A,26.03월,465,체스트 & 베드 스탠드 박스,체스트 & 베드 스탠드 박스 [1000 * 300 * 160],mapped,matched to file B row 272 (score=13),2026-04-10T21:26:09
RM-000463,RM,"제품박스 상, 하 스티로폼 60.5 * 27.5 * 3T",60.5 * 27.5 * 3T,,스티로폼,,,굿모닝코리아유통,조립,ADX4000W,0.0,,,,,A,26.03월,466,"제품박스 상, 하 스티로폼",사파리용 NAVI FFC [UL2896-0.5mm*16P*80mm*C],mapped,matched to file B row 131 (score=3),2026-04-10T21:26:09
RM-000464,RM,제품박스 좁은 스티로폼 42.5 * 27.5 * 3T,42.5 * 27.5 * 3T,,스티로폼,,,굿모닝코리아유통,,,0.0,,,,,A,26.03월,467,제품박스 좁은 스티로폼,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000465,RM,제품박스 넒은 스티로폼 42.5 * 55 * 3.5T,42.5 * 55 * 3.5T,,스티로폼,,,굿모닝코리아유통,,,0.0,,,,,A,26.03월,468,제품박스 넒은 스티로폼,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000466,RM,"DR Tech 센서 상, 하 스티로폼 45.5 * 42 * 3T",45.5 * 42 * 3T,,스티로폼,,,굿모닝코리아유통,조립,공용,0.0,,,,,A,26.03월,469,"DR Tech 센서 상, 하 스티로폼",330N DRTECH 센서,mapped,matched to file B row 434 (score=4),2026-04-10T21:26:09
RM-000467,RM,내부폼 (가교 PAD) SET,,,내부폼,,,에이팩산업,,,0.0,,,,,A,26.03월,470,내부폼 (가교 PAD) SET,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000468,RM,에어셀 TOP JD010211-02,JD010211-02,,에어셀,,,에어패킹,조립,,0.0,,,,,A,26.03월,471,에어셀 TOP,DX3000 에어셀_TOP (JD010211-02),mapped,matched to file B row 476 (score=13),2026-04-10T21:26:09
RM-000469,RM,에어셀 BOTTOM JD010212-02,JD010212-02,,에어셀,,,에어패킹,조립,,0.0,,,,,A,26.03월,472,에어셀 BOTTOM,DX3000 에어셀_BOTTOM (JD010212-02),mapped,matched to file B row 477 (score=13),2026-04-10T21:26:09
RM-000470,RM,에어셀 TOP JD010311-01,JD010311-01,,에어셀,,,인디스에어,조립,,0.0,,,,,A,26.03월,473,에어셀 TOP,COCOON 에어셀_TOP (JD010311-01),mapped,matched to file B row 478 (score=13),2026-04-10T21:26:09
RM-000471,RM,에어셀 BOTTOM JD010312-01,JD010312-01,,에어셀,,,인디스에어,조립,,0.0,,,,,A,26.03월,474,에어셀 BOTTOM,COCOON 에어셀_BOTTOM (JD010312-01),mapped,matched to file B row 479 (score=13),2026-04-10T21:26:09
RM-000472,RM,저가 박스 에어셀 Main JD010411-01,JD010411-01,,에어셀,,,인디스에어,조립,에어셀,0.0,,,,,A,26.03월,475,저가 박스 에어셀 Main,저가 박스 에어셀_Main (JD010411-01),mapped,matched to file B row 474 (score=19),2026-04-10T21:26:09
RM-000473,RM,저가 박스 에어셀 ACC JD010412-01,JD010412-01,,에어셀,,,인디스에어,조립,,0.0,,,,,A,26.03월,476,저가 박스 에어셀 ACC,저가 박스 에어셀_ACC (JD010412-01),mapped,matched to file B row 475 (score=18),2026-04-10T21:26:09
RM-000474,RM,넥스트 랩 포켓,포켓,,넥스트랩,,,피엔에스,조립,DX3000 COCOON,0.0,,,,,A,26.03월,477,넥스트 랩,넥스트랩(포켓),mapped,matched to file B row 415 (score=7),2026-04-10T21:26:09
RM-000475,RM,넥스트 랩 포켓 구형,포켓 구형,,넥스트랩,,,씨티무역,조립,DX3000 COCOON,0.0,,,,,A,26.03월,478,넥스트 랩,넥스트랩(포켓),mapped,matched to file B row 415 (score=7),2026-04-10T21:26:09
RM-000476,RM,넥스트 랩 포켓 X,포켓 X,,넥스트랩,,,씨티무역,조립,DX3000 COCOON,24.0,,,,,A,26.03월,479,넥스트 랩,넥스트랩(포켓),mapped,matched to file B row 415 (score=7),2026-04-10T21:26:09
RM-000477,RM,제품 어깨끈 구형,구형,,숄더스트랩,,,굿모닝코리아유통,,,77.0,,,,,A,26.03월,480,제품 어깨끈,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000478,RM,가방끈 일본용,일본용,,숄더스트랩,,,굿모닝코리아유통,조립,DX3000 화이트,20.0,,,,,A,26.03월,481,가방끈,15cm 사출 ASS'Y - 일본용 ,mapped,matched to file B row 52 (score=8),2026-04-10T21:26:09
RM-000479,RM,DX3000 핸드 스트랩,,,스트랩,,,굿모닝코리아유통,조립,DX3000,0.0,,,,,A,26.03월,482,DX3000 핸드 스트랩,DX3000,mapped,matched to file B row 3 (score=4),2026-04-10T21:26:09
RM-000480,RM,연아크릴 쉴드 8T 153 * ∮65 * 8T,153 * ∮65 * 8T,,연아크릴,,,선일쉴드텍,조립,COCOON,194.0,,,,,A,26.03월,483,연아크릴 쉴드 8T,연아크릴 [65∮] - 8T,mapped,matched to file B row 392 (score=4),2026-04-10T21:26:09
RM-000481,RM,연아크릴 쉴드 8T 153 * ∮65 * 8T,153 * ∮65 * 8T,,연아크릴,,,중국,조립,COCOON,442.0,,,,,A,26.03월,484,연아크릴 쉴드 8T,연아크릴 [65∮] - 8T,mapped,matched to file B row 392 (score=4),2026-04-10T21:26:09
RM-000482,RM,연아크릴 쉴드 12T 153 * ∮65 * 12T,153 * ∮65 * 12T,,연아크릴,,,선일쉴드텍,조립,공용,24.0,,,,,A,26.03월,485,연아크릴 쉴드 12T,연아크릴 [65∮] - 12T (선일 쉴드텍 - 일본만 사용),mapped,matched to file B row 395 (score=7),2026-04-10T21:26:09
RM-000483,RM,연아크릴 쉴드 12T 153 * ∮65 * 12T,153 * ∮65 * 12T,,연아크릴,,,중국,조립,공용,274.0,,,,,A,26.03월,486,연아크릴 쉴드 12T,연아크릴 [65∮] - 12T (선일 쉴드텍 - 일본만 사용),mapped,matched to file B row 395 (score=7),2026-04-10T21:26:09
RM-000484,RM,연아크릴 쉴드 12T 153 * ∮60 * 12T,153 * ∮60 * 12T,,연아크릴,,,선일쉴드텍,조립,공용,0.0,,,,,A,26.03월,487,연아크릴 쉴드 12T,연아크릴 [65∮] - 12T (선일 쉴드텍 - 일본만 사용),mapped,matched to file B row 395 (score=7),2026-04-10T21:26:09
RM-000485,RM,연아크릴 쉴드 12T 153 * ∮60 * 12T,153 * ∮60 * 12T,,연아크릴,,,중국,조립,공용,80.0,,,,,A,26.03월,488,연아크릴 쉴드 12T,연아크릴 [65∮] - 12T (선일 쉴드텍 - 일본만 사용),mapped,matched to file B row 395 (score=7),2026-04-10T21:26:09
RM-000486,RM,"사각 연아크릴 쉴드 직사각형, 215 * 199mm 8T","직사각형, 215 * 199mm 8T",,연아크릴,,,선일쉴드텍,조립,ADX6000 공용,0.0,,,,,A,26.03월,489,사각 연아크릴 쉴드,"ADX6000_연아크릴 [직사각형 215*195mm] - 8T
_하단 가공된 것",mapped,matched to file B row 397 (score=10),2026-04-10T21:26:09
RM-000487,RM,"사각 연아크릴 쉴드 직사각형, 215 * 199mm 8T","직사각형, 215 * 199mm 8T",,연아크릴,,,중국,조립,ADX6000 공용,59.0,,,,,A,26.03월,490,사각 연아크릴 쉴드,"ADX6000_연아크릴 [직사각형 215*195mm] - 8T
_하단 가공된 것",mapped,matched to file B row 397 (score=10),2026-04-10T21:26:09
RM-000488,RM,"사각 연아크릴 쉴드 정사각형, 215 * 205mm","정사각형, 215 * 205mm",,연아크릴,,,선일쉴드텍,조립,ADX6000 공용,0.0,,,,,A,26.03월,491,사각 연아크릴 쉴드,"ADX6000_연아크릴 [직사각형 215*195mm] - 8T
_하단 가공된 것",mapped,matched to file B row 397 (score=6),2026-04-10T21:26:09
RM-000489,RM,연아크릴 실리콘 오링,,,오링,,,직구,조립,DX3000,50.0,,,,,A,26.03월,492,연아크릴 실리콘 오링,DX3000용 연아크릴 실리콘 오링 3030,mapped,matched to file B row 401 (score=7),2026-04-10T21:26:09
RM-000490,RM,연아크릴 실리콘 오링,,,오링,,,직구,조립,DX3000,100.0,,,,,A,26.03월,493,연아크릴 실리콘 오링,DX3000용 연아크릴 실리콘 오링 3030,mapped,matched to file B row 401 (score=7),2026-04-10T21:26:09
RM-000491,RM,연아크릴 실리콘 오링,,,오링,,,직구,조립,DX3000,0.0,,,,,A,26.03월,494,연아크릴 실리콘 오링,DX3000용 연아크릴 실리콘 오링 3030,mapped,matched to file B row 401 (score=7),2026-04-10T21:26:09
RM-000492,RM,IRay D3 NAME PLATE,,,AL 스티커,,,에덴상공사,조립,DX3000,0.0,,,,,A,26.03월,495,IRay D3 NAME PLATE,iRay D3 NAME PLATE,mapped,matched to file B row 409 (score=12),2026-04-10T21:26:09
RM-000493,RM,NAME PLATE,,,AL 스티커,,,에덴상공사,조립,DX3000,0.0,,,,,A,26.03월,496,NAME PLATE,DX3000 NAME PLATE,mapped,matched to file B row 408 (score=7),2026-04-10T21:26:09
RM-000494,RM,우루과이 NAME PLATE,,,AL 스티커,,,에덴상공사,조립,DX3000,0.0,,,,,A,26.03월,497,우루과이 NAME PLATE,DX3000 NAME PLATE,mapped,matched to file B row 408 (score=4),2026-04-10T21:26:09
RM-000495,RM,NAME PLATE,,,AL 스티커,,,에덴상공사,조립,DX3000,0.0,,,,,A,26.03월,498,NAME PLATE,DX3000 NAME PLATE,mapped,matched to file B row 408 (score=7),2026-04-10T21:26:09
RM-000496,RM,ADX6000 NAME PLATE,,,AL 스티커,,,에덴상공사,조립,ADX6000 공용,993.0,,,,,A,26.03월,499,ADX6000 NAME PLATE,ADX6000 name plate,mapped,matched to file B row 422 (score=11),2026-04-10T21:26:09
RM-000497,RM,IRay A6 NAME PLATE,,,AL 스티커,,,에덴상공사,조립,ADX6000 공용,789.0,,,,,A,26.03월,500,IRay A6 NAME PLATE,IRay A6 name plate,mapped,matched to file B row 423 (score=12),2026-04-10T21:26:09
RM-000498,RM,IRay A6S NAME PLATE,,,AL 스티커,,,에덴상공사,조립,DX3000,893.0,,,,,A,26.03월,501,IRay A6S NAME PLATE,iRay D3 NAME PLATE,mapped,matched to file B row 409 (score=6),2026-04-10T21:26:09
RM-000499,RM,DEXCOWIN NAME PLATE FDXD-810 디텍터용,FDXD-810 디텍터용,,AL 스티커,,,에덴상공사,조립,DX3000,216.0,,,,,A,26.03월,502,DEXCOWIN NAME PLATE,DX3000 NAME PLATE,mapped,matched to file B row 408 (score=4),2026-04-10T21:26:09
RM-000500,RM,DEXCOWIN NAME PLATE 뱅가드 가방용,뱅가드 가방용,,AL 스티커,,,에덴상공사,조립,DX3000,57.0,,,,,A,26.03월,503,DEXCOWIN NAME PLATE,DX3000 NAME PLATE,mapped,matched to file B row 408 (score=4),2026-04-10T21:26:09
RM-000501,RM,SUS PLATE,,,AL 스티커,,,에덴상공사,,,0.0,,,,,A,26.03월,504,SUS PLATE,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000502,RM,DEXCOWIN NAME PLATE DR Tech 센서용,DR Tech 센서용,,AL 스티커,,,에덴상공사,조립,DX3000,0.0,,,,,A,26.03월,505,DEXCOWIN NAME PLATE,DX3000 NAME PLATE,mapped,matched to file B row 408 (score=4),2026-04-10T21:26:09
RM-000503,RM,DEXCOWIN NAME PLATE 가방용,가방용,,AL 스티커,,,에덴상공사,조립,DX3000,0.0,,,,,A,26.03월,506,DEXCOWIN NAME PLATE,DX3000 NAME PLATE,mapped,matched to file B row 408 (score=4),2026-04-10T21:26:09
RM-000504,RM,손잡이 에폭시 스티커,,,에폭시 스티커,,,거광에폭시,,,0.0,,,,,A,26.03월,507,손잡이 에폭시 스티커,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000505,RM,패드,,,패드,,,가온패드,,,0.0,,,,,A,26.03월,508,패드,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000506,RM,구강 카메라,,,카메라,,,,조립,공용,0.0,,,,,A,26.03월,509,구강 카메라,i cam 구강 카메라 박스,mapped,matched to file B row 431 (score=5),2026-04-10T21:26:09
RM-000507,RM,330N 센서 케이스,,,센서 케이스,,,다우정밀,조립,공용,0.0,,,,,A,26.03월,510,330N 센서 케이스,330N DRTECH 센서,mapped,matched to file B row 434 (score=3),2026-04-10T21:26:09
RM-000508,RM,17*17 DRTECH 센서,,,센서,,,디알텍,조립,공용,0.0,,,,,A,26.03월,511,17*17 DRTECH 센서,330N DRTECH 센서,mapped,matched to file B row 434 (score=3),2026-04-10T21:26:09
RM-000509,RM,330N DRTECH 센서,,,센서,,,디알텍,조립,공용,0.0,,,,,A,26.03월,512,330N DRTECH 센서,330N DRTECH 센서,mapped,matched to file B row 434 (score=10),2026-04-10T21:26:09
RM-000510,RM,810 DRTECH 센서,,,센서,,,디알텍,조립,공용,0.0,,,,,A,26.03월,513,810 DRTECH 센서,330N DRTECH 센서,mapped,matched to file B row 434 (score=3),2026-04-10T21:26:09
RM-000511,RM,HDI 1000 Rex2 Classic/1.5,,,센서,,,레이언스,조립,공용,0.0,,,,,A,26.03월,514,HDI 1000 [Rex2 Classic/1.5],HDI 2000 [Rex2 Premium/1.5],mapped,matched to file B row 437 (score=4),2026-04-10T21:26:09
RM-000512,RM,HDI 2000 Rex2 Premium/1.5,,,센서,,,레이언스,조립,공용,0.0,,,,,A,26.03월,515,HDI 2000 [Rex2 Premium/1.5],HDI 2000 [Rex2 Premium/1.5],mapped,matched to file B row 437 (score=13),2026-04-10T21:26:09
RM-000513,RM,HDI 2000 Rex2 Premium/2.0,,,센서,,,레이언스,조립,공용,0.0,,,,,A,26.03월,516,HDI 2000 [Rex2 Premium/2.0],HDI 2000 [Rex2 Premium/2.0],mapped,matched to file B row 438 (score=13),2026-04-10T21:26:09
RM-000514,RM,HDI-S Rex2 Premium/1.0,,,센서,,,레이언스,조립,공용,0.0,,,,,A,26.03월,517,HDI-S [Rex2 Premium/1.0],HDI-S [Rex2 Premium/1.0],mapped,matched to file B row 439 (score=11),2026-04-10T21:26:09
RM-000515,RM,HDI-S Rex2 Premium/1.5,,,센서,,,레이언스,조립,공용,0.0,,,,,A,26.03월,518,HDI-S [Rex2 Premium/1.5],HDI-S [Rex2 Premium/1.5],mapped,matched to file B row 440 (score=11),2026-04-10T21:26:09
RM-000516,RM,HDI-S Rex2 Premium/2.0,,,센서,,,레이언스,조립,공용,0.0,,,,,A,26.03월,519,HDI-S [Rex2 Premium/2.0],HDI-S [Rex2 Premium/2.0],mapped,matched to file B row 441 (score=11),2026-04-10T21:26:09
RM-000517,RM,CMOS 센서 (#1) EV71JU215A-C-00B1,EV71JU215A-C-00B1,,센서,,,E2V,조립,공용,0.0,,,,,A,26.03월,520,CMOS 센서 (#1),CMOS 센서-EV71JU215A-C-00B1(#1),mapped,matched to file B row 442 (score=15),2026-04-10T21:26:09
RM-000518,RM,CMOS 센서 (#2) EV71JU213A-C-00B1,EV71JU213A-C-00B1,,센서,,,E2V,조립,공용,0.0,,,,,A,26.03월,521,CMOS 센서 (#2),CMOS 센서-EV71JU213A-C-00B1(#2),mapped,matched to file B row 443 (score=15),2026-04-10T21:26:09
RM-000519,RM,SCREW CAP RUBBER,RUBBER,,RUBBER,,,남경화학,조립,COCOON,0.0,,,,,A,26.03월,522,SCREW CAP,BAT BOTTOM RUBBER,mapped,matched to file B row 303 (score=8),2026-04-10T21:26:09
RM-000520,RM,Cradle RUBBER FOOT RUBBER,FOOT RUBBER,,RUBBER,,,남경화학,조립,COCOON,0.0,,,,,A,26.03월,523,Cradle RUBBER,CRADLE FOOT RUBBER,mapped,matched to file B row 311 (score=15),2026-04-10T21:26:09
RM-000521,RM,볼트마개,,,볼트캡,,,직구,,,0.0,,,,,A,26.03월,524,볼트마개,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000522,RM,CD 케이스 COCOON,COCOON,,합지,,,제이디자인,조립,COCOON 메탈 실버 유광,240.0,,,,,A,26.03월,525,CD 케이스,TOP BODY 사출 (cocoon로고 없음),mapped,matched to file B row 280 (score=8),2026-04-10T21:26:09
RM-000523,RM,공 CD,,,ABS,,,제이디자인,,,0.0,,,,,A,26.03월,526,공 CD,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000524,RM,터치 팬,,,ABS,,,직구,조립,ADX4000W ADX6000,0.0,,,,,A,26.03월,527,터치 팬,터치 팬,mapped,matched to file B row 414 (score=3),2026-04-10T21:26:09
RM-000525,RM,틸트 암 부쉬,,,ABS,,,에이스힌지텍,,,0.0,,,,,A,26.03월,528,틸트 암 부쉬,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000526,RM,스탠드 부속품 (바-부쉬),,,ABS,,,에이스힌지텍,,,7.0,,,,,A,26.03월,529,스탠드 부속품 (바-부쉬),,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000527,RM,스탠드 부속품 (바-부쉬링),,,SUS,,,에이스힌지텍,,,10.0,,,,,A,26.03월,530,스탠드 부속품 (바-부쉬링),,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000528,RM,스탠드 브라켓(암연결용),,,브라켓,,,에이스힌지텍,,,0.0,,,,,A,26.03월,531,스탠드 브라켓(암연결용),,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000529,RM,스탠드 브라켓(제품용),,,브라켓,,,다우정밀,,,0.0,,,,,A,26.03월,532,스탠드 브라켓(제품용),,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000530,RM,스탠드홀드 은색,은색,,제품 거치대,,,제이케이시스템,조립,DX3000,0.0,,,,,A,26.03월,533,스탠드홀드,스탠드 홀드 (메탈),mapped,matched to file B row 274 (score=3),2026-04-10T21:26:09
RM-000531,RM,스탠드홀드,,,제품 거치대,,,제이케이시스템,조립,DX3000,0.0,,,,,A,26.03월,534,스탠드홀드,스탠드 홀드 (메탈),mapped,matched to file B row 274 (score=3),2026-04-10T21:26:09
RM-000532,RM,스탠드홀드(신형) 흰색,흰색,,제품 거치대,,,제이케이시스템,조립,ADX4000W,0.0,,,,,A,26.03월,535,스탠드홀드(신형),스탠드 홀드 브라켓 (흰색),mapped,matched to file B row 276 (score=3),2026-04-10T21:26:09
RM-000533,RM,배터리 거치대 사출 SETS,,,ABS 난연,,,다성 ENG,,,0.0,,,,,A,26.03월,536,배터리 거치대 사출 SETS,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000534,RM,배터리 거치대용 신주핀,,,신주,,,다우정밀,,,0.0,,,,,A,26.03월,537,배터리 거치대용 신주핀,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000535,RM,스탠드 브라켓 조인트 셋트,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,538,스탠드 브라켓 조인트 셋트,스탠드 브라켓 조인트 셋트 (브라켓 1~9),mapped,matched to file B row 262 (score=7),2026-04-10T21:26:09
RM-000536,RM,스탠드 브라켓 족의학용,,,브라켓,,,제이케이시스템,,,0.0,,,,,A,26.03월,539,스탠드 브라켓 족의학용,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000537,RM,국내용 스탠드 브라켓 1. BLOCK,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,540,국내용 스탠드 브라켓 1. BLOCK,국내용 스탠드 브라켓 1. BLOCK,mapped,matched to file B row 253 (score=10),2026-04-10T21:26:09
RM-000538,RM,국내용 스탠드 브라켓 2. ARM,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,541,국내용 스탠드 브라켓 2. ARM,국내용 스탠드 브라켓 2. ARM,mapped,matched to file B row 254 (score=9),2026-04-10T21:26:09
RM-000539,RM,국내용 스탠드 브라켓 3. TILT BODY,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,542,국내용 스탠드 브라켓 3. TILT BODY,국내용 스탠드 브라켓 3. TILT BODY,mapped,matched to file B row 255 (score=12),2026-04-10T21:26:09
RM-000540,RM,국내용 스탠드 브라켓 4. BASE,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,543,국내용 스탠드 브라켓 4. BASE,국내용 스탠드 브라켓 4. BASE,mapped,matched to file B row 256 (score=10),2026-04-10T21:26:09
RM-000541,RM,국내용 스탠드 브라켓 5. SHAFT,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,544,국내용 스탠드 브라켓 5. SHAFT,국내용 스탠드 브라켓 5. SHAFT,mapped,matched to file B row 257 (score=10),2026-04-10T21:26:09
RM-000542,RM,국내용 스탠드 브라켓 6. PUSH PLATE,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,545,국내용 스탠드 브라켓 6. PUSH PLATE,국내용 스탠드 브라켓 6. PUSH PLATE,mapped,matched to file B row 258 (score=12),2026-04-10T21:26:09
RM-000543,RM,국내용 스탠드 브라켓 7. EASY LOCK PLATE,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,546,국내용 스탠드 브라켓 7. EASY LOCK PLATE,국내용 스탠드 브라켓 7. EASY LOCK PLATE,mapped,matched to file B row 259 (score=14),2026-04-10T21:26:09
RM-000544,RM,국내용 스탠드 브라켓 8. MOUNT,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,547,국내용 스탠드 브라켓 8. MOUNT,국내용 스탠드 브라켓 8. MOUNT,mapped,matched to file B row 260 (score=10),2026-04-10T21:26:09
RM-000545,RM,국내용 스탠드 브라켓 9. 조임 손잡이,,,브라켓,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,548,국내용 스탠드 브라켓 9. 조임 손잡이,국내용 스탠드 브라켓 9. 조임 손잡이,mapped,matched to file B row 261 (score=10),2026-04-10T21:26:09
RM-000546,RM,전자 각도기,,,전자 각도기,,,제이케이시스템,조립,ADX6000 공용,0.0,,,,,A,26.03월,549,전자 각도기,전자 각도기,mapped,matched to file B row 428 (score=7),2026-04-10T21:26:09
RM-000547,RM,각도기 거치대,,,AL 거치대,,,다우정밀,조립,ADX6000 공용,37.0,,,,,A,26.03월,550,각도기 거치대,각도기 거치대,mapped,matched to file B row 429 (score=7),2026-04-10T21:26:09
RM-000548,RM,각도기 내부 철판,,,SUS,,,다우정밀,조립,ADX6000 공용,91.0,,,,,A,26.03월,551,각도기 내부 철판,각도기 내부 철판,mapped,matched to file B row 430 (score=8),2026-04-10T21:26:09
RM-000549,RM,각도기 홀더,,,ABS 난연,,,제이케이시스템,,,0.0,,,,,A,26.03월,552,각도기 홀더,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000550,RM,사각 줄자 가이드,,,아크릴,,,아크릴최가,조립,ADX6000 공용,53.0,,,,,A,26.03월,553,사각 줄자 가이드,사각 줄자 가이드,mapped,matched to file B row 425 (score=8),2026-04-10T21:26:09
RM-000551,RM,AlmyT STAND BODY SET,,,완제품,,,에이스힌지텍,,,0.0,,,,,A,26.03월,554,AlmyT STAND BODY SET,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
